ars,ags,geo_name,did,district_name,state,admin_unit,debkg_id
010010000000,01001000,Flensburg,01001,Flensburg,SH,60-Stadt,DEBKGDL20000E5MA
010020000000,01002000,Kiel,01002,Kiel,SH,60-Stadt,DEBKGDL20000004J
010030000000,01003000,Lübeck,01003,Lübeck,SH,60-Stadt,DEBKGDL20000DYMA
010040000000,01004000,Neumünster,01004,Neumünster,SH,60-Stadt,DEBKGDL20000E4SA
010510011011,01051011,Brunsbüttel,01051,Dithmarschen,SH,61-Stadt,DEBKGDL20000E2IK
010510044044,01051044,Heide,01051,Dithmarschen,SH,61-Stadt,DEBKGDL20000E0M5
010515166072,01051072,Marne,01051,Dithmarschen,SH,63-Stadt,DEBKGDL20000DZX0
010515175074,01051074,Meldorf,01051,Dithmarschen,SH,63-Stadt,DEBKGDL20000E6ZV
010515178127,01051127,Wesselburen,01051,Dithmarschen,SH,63-Stadt,DEBKGDL20000E62E
010515163003,01051003,Averlak,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E6BB
010515163010,01051010,Brickeln,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E62A
010515163012,01051012,Buchholz,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E1TU
010515163016,01051016,Burg (Dithmarschen),01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E2BN
010515163022,01051022,Dingen,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000DZOW
010515163024,01051024,Eddelak,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E26D
010515163026,01051026,Eggstedt,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E5RQ
010515163032,01051032,Frestedt,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E6BC
010515163037,01051037,Großenrade,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E2BO
010515163051,01051051,Hochdonn,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E6IC
010515163064,01051064,Kuden,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E0TM
010515163089,01051089,Quickborn,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E2V0
010515163097,01051097,Sankt Michaelisdonn,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000DZOV
010515163110,01051110,Süderhastedt,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000DZG3
010515166021,01051021,Diekhusen-Fahrstedt,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000DZWZ
010515166034,01051034,Friedrichskoog,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000DZQC
010515166046,01051046,Helse,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E5IF
010515166057,01051057,Kaiser-Wilhelm-Koog,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000DZZV
010515166062,01051062,Kronprinzenkoog,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E61N
010515166073,01051073,Marnerdeich,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E0WD
010515166076,01051076,Neufeld,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E6IB
010515166077,01051077,Neufelderkoog,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E60D
010515166090,01051090,Ramhusen,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E26C
010515166103,01051103,Schmedeswurth,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E3HY
010515166118,01051118,Trennewurth,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E00J
010515166119,01051119,Volsemenhusen,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E2DQ
010515169005,01051005,Barkenholm,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E0GL
010515169008,01051008,Bergewöhrden,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E69E
010515169019,01051019,Dellstedt,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E5RJ
010515169020,01051020,Delve,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E1RD
010515169023,01051023,Dörpling,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E3H8
010515169030,01051030,Fedderingen,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E1QZ
010515169035,01051035,Gaushorn,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E317
010515169036,01051036,Glüsing,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E1I8
010515169038,01051038,Groven,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E0TP
010515169047,01051047,Hemme,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E41Q
010515169049,01051049,Hennstedt,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E2UU
010515169052,01051052,Hövede,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E31D
010515169053,01051053,Hollingstedt,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E1RC
010515169058,01051058,Karolinenkoog,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E41R
010515169060,01051060,Kleve,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E3YD
010515169061,01051061,Krempel,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E41T
010515169065,01051065,Lehe,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E0TO
010515169068,01051068,Linden,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E0HN
010515169071,01051071,Lunden,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E625
010515169080,01051080,Norderheistedt,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E6BD
010515169088,01051088,Pahlen,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E3H7
010515169092,01051092,Rehm-Flehde-Bargen,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E608
010515169096,01051096,Sankt Annen,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E41U
010515169100,01051100,Schalkholz,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E3H9
010515169102,01051102,Schlichting,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E627
010515169114,01051114,Tellingstedt,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E31C
010515169117,01051117,Tielenhemme,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E0MG
010515169120,01051120,Wallen,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E1RE
010515169125,01051125,Welmbüttel,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E318
010515169131,01051131,Westerborstel,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E6BF
010515169133,01051133,Wiemerstedt,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E0GK
010515169136,01051136,Wrohm,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E0M9
010515169139,01051139,Süderdorf,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E0M8
010515169141,01051141,Süderheistedt,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E0HK
010515172048,01051048,Hemmingstedt,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E6IP
010515172067,01051067,Lieth,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E5VJ
010515172069,01051069,Lohe-Rickelshof,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E2MX
010515172075,01051075,Neuenkirchen,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E1UR
010515172081,01051081,Norderwöhrden,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E06F
010515172082,01051082,Nordhastedt,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E2UZ
010515172087,01051087,Ostrohe,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E0HL
010515172107,01051107,Stelle-Wittenwurth,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E5NK
010515172113,01051113,Wöhrden,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E5VK
010515172122,01051122,Weddingstedt,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E5NJ
010515172130,01051130,Wesseln,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E5NL
010515175001,01051001,Albersdorf,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000DZG1
010515175002,01051002,Arkebek,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000DZG0
010515175004,01051004,Bargenstedt,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000DZED
010515175006,01051006,Barlt,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E00G
010515175015,01051015,Bunsoh,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E6ID
010515175017,01051017,Busenwurth,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E26O
010515175027,01051027,Elpersbüttel,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E6IV
010515175028,01051028,Epenwöhrden,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E6IO
010515175039,01051039,Gudendorf,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E3CX
010515175054,01051054,Immenstedt,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E31A
010515175063,01051063,Krumstedt,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E2UW
010515175078,01051078,Nindorf,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E61W
010515175083,01051083,Odderade,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E61R
010515175085,01051085,Offenbüttel,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E5RS
010515175086,01051086,Osterrade,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E60A
010515175098,01051098,Sarzbüttel,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000DZEL
010515175099,01051099,Schafstedt,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E6J6
010515175104,01051104,Schrum,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E319
010515175126,01051126,Wennbüttel,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E2V1
010515175134,01051134,Windbergen,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E1TT
010515175135,01051135,Wolmersdorf,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000DZJA
010515175137,01051137,Nordermeldorf,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E0LX
010515175138,01051138,Tensbüttel-Röst,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000DZHB
010515178013,01051013,Büsum,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E6RG
010515178014,01051014,Büsumer Deichhausen,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000DXBF
010515178033,01051033,Friedrichsgabekoog,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E5RK
010515178043,01051043,Hedwigenkoog,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E6JR
010515178045,01051045,Hellschen-Heringsand-Unterschaar,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E1UN
010515178050,01051050,Hillgroven,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E1UP
010515178079,01051079,Norddeich,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E6X7
010515178084,01051084,Oesterdeichstrich,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000DXB9
010515178093,01051093,Reinsbüttel,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E5IT
010515178105,01051105,Schülp,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E41E
010515178108,01051108,Strübbel,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E1UW
010515178109,01051109,Süderdeich,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E62C
010515178121,01051121,Warwerort,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000DXBD
010515178128,01051128,Wesselburener Deichhausen,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E5RU
010515178129,01051129,Wesselburenerkoog,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E61L
010515178132,01051132,Westerdeichstrich,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E6RF
010515178140,01051140,Oesterwurth,01051,Dithmarschen,SH,64-Gemeinde,DEBKGDL20000E1UQ
010530032032,01053032,Geesthacht,01053,Herzogtum Lauenburg,SH,61-Stadt,DEBKGDL20000E1AW
010530083083,01053083,Lauenburg/Elbe,01053,Herzogtum Lauenburg,SH,61-Stadt,DEBKGDL20000E0RC
010530090090,01053090,Mölln,01053,Herzogtum Lauenburg,SH,61-Stadt,DEBKGDL20000E1TX
010530100100,01053100,Ratzeburg,01053,Herzogtum Lauenburg,SH,61-Stadt,DEBKGDL20000E5DC
010530116116,01053116,Schwarzenbek,01053,Herzogtum Lauenburg,SH,61-Stadt,DEBKGDL20000E01D
010530129129,01053129,Wentorf bei Hamburg,01053,Herzogtum Lauenburg,SH,62-Gemeinde,DEBKGDL20000DW7P
010535308008,01053008,Behlendorf,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E0IO
010535308009,01053009,Berkenthin,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DXCS
010535308011,01053011,Bliestorf,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E1HS
010535308024,01053024,Düchelsdorf,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E6DO
010535308034,01053034,Göldenitz,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E0IP
010535308061,01053061,Kastorf,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E1CB
010535308067,01053067,Klempau,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E098
010535308075,01053075,Krummesse,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DYKO
010535308094,01053094,Niendorf bei Berkenthin,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DZBC
010535308103,01053103,Rondeshagen,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E4YS
010535308120,01053120,Sierksrade,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E5LO
010535313002,01053002,Alt-Mölln,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E1TV
010535313005,01053005,Bälau,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E4YH
010535313013,01053013,Borstorf,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E55L
010535313014,01053014,Breitenfelde,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E5CY
010535313037,01053037,Grambek,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E62L
010535313056,01053056,Hornbek,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DZGT
010535313084,01053084,Lehmrade,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E2GL
010535313095,01053095,Niendorf/Stecknitz,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E6C0
010535313113,01053113,Schretstaken,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DZW0
010535313125,01053125,Talkau,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E4LQ
010535313134,01053134,Woltersdorf,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E2R2
010535318010,01053010,Besenthal,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E5C5
010535318015,01053015,Bröthen,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DZEF
010535318020,01053020,Büchen,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DZGX
010535318029,01053029,Fitzen,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E4L6
010535318035,01053035,Göttin,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E5BZ
010535318046,01053046,Gudow,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E566
010535318048,01053048,Güster,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DZDV
010535318064,01053064,Klein Pampau,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E55E
010535318080,01053080,Langenlehsten,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E2GI
010535318092,01053092,Müssen,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DZGW
010535318104,01053104,Roseburg,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E6LM
010535318115,01053115,Schulendorf,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E5BT
010535318119,01053119,Siebeneichen,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E4KZ
010535318126,01053126,Tramm,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E2R1
010535318132,01053132,Witzeeze,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DZEE
010535323003,01053003,Aumühle,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E0LB
010535323012,01053012,Börnsen,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E3KG
010535323023,01053023,Dassendorf,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DZVD
010535323028,01053028,Escheburg,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E1Q8
010535323050,01053050,Hamwarde,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E0R7
010535323053,01053053,Hohenhorn,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E0RB
010535323072,01053072,Kröppelshagen-Fahrendorf,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E5DV
010535323131,01053131,Wiershop,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E5CO
010535323133,01053133,Wohltorf,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E6MH
010535323135,01053135,Worth,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E0R9
010535343006,01053006,Basedow,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DZGG
010535343019,01053019,Buchhorst,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DZGF
010535343022,01053022,Dalldorf,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E5D9
010535343058,01053058,Juliusburg,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E1KF
010535343073,01053073,Krüzen,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DZGS
010535343074,01053074,Krukow,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E1AX
010535343082,01053082,Lanze,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E567
010535343087,01053087,Lütau,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E5C2
010535343111,01053111,Schnakenbek,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E1AY
010535343128,01053128,Wangelau,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E0IQ
010535358001,01053001,Albsfelde,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E62O
010535358004,01053004,Bäk,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E0RH
010535358016,01053016,Brunsmark,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E2G4
010535358018,01053018,Buchholz,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E4KN
010535358026,01053026,Einhaus,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E27R
010535358030,01053030,Fredeburg,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E4LG
010535358033,01053033,Giesensdorf,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E4LH
010535358040,01053040,Groß Disnack,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DXCP
010535358041,01053041,Groß Grönau,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E0SL
010535358043,01053043,Groß Sarau,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E56D
010535358051,01053051,Harmsdorf,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E4LF
010535358054,01053054,Hollenbek,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E568
010535358057,01053057,Horst,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E2G5
010535358062,01053062,Kittlitz,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E4L0
010535358066,01053066,Klein Zecher,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E569
010535358078,01053078,Kulpin,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E62W
010535358088,01053088,Mechow,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E56C
010535358093,01053093,Mustin,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E56A
010535358098,01053098,Pogeez,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E0SO
010535358102,01053102,Römnitz,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E0RI
010535358107,01053107,Salem,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E2G0
010535358110,01053110,Schmilau,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E6LO
010535358117,01053117,Seedorf,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DZSE
010535358123,01053123,Sterley,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E6MJ
010535358136,01053136,Ziethen,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E27U
010535373007,01053007,Basthorst,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E6EL
010535373017,01053017,Brunstorf,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E01E
010535373021,01053021,Dahmker,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E6EN
010535373027,01053027,Elmenhorst,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E5NP
010535373031,01053031,Fuhlenhagen,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E36Y
010535373036,01053036,Grabau,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E5NC
010535373042,01053042,Groß Pampau,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E2Y1
010535373045,01053045,Grove,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E5ND
010535373047,01053047,Gülzow,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E0IR
010535373049,01053049,Hamfelde,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E6EP
010535373052,01053052,Havekost,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E5NQ
010535373059,01053059,Kankelau,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E5CL
010535373060,01053060,Kasseburg,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E4S9
010535373070,01053070,Köthel,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E1UT
010535373071,01053071,Kollow,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E01C
010535373076,01053076,Kuddewörde,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E4L1
010535373089,01053089,Möhnsen,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E6EO
010535373091,01053091,Mühlenrade,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E5F6
010535373106,01053106,Sahms,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E5NA
010535391025,01053025,Duvensee,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E5TL
010535391038,01053038,Grinau,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DZ0Q
010535391039,01053039,Groß Boden,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E5KP
010535391044,01053044,Groß Schenkenberg,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E1CF
010535391068,01053068,Klinkrade,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E6M1
010535391069,01053069,Koberg,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DZGY
010535391077,01053077,Kühsen,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E11S
010535391079,01053079,Labenz,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E5CN
010535391081,01053081,Lankau,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E11R
010535391085,01053085,Linau,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E4KU
010535391086,01053086,Lüchow,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DYCO
010535391096,01053096,Nusse,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DZE5
010535391097,01053097,Panten,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DZE3
010535391099,01053099,Poggensee,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DZGU
010535391101,01053101,Ritzerau,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E4YN
010535391108,01053108,Sandesneben,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E5TQ
010535391109,01053109,Schiphorst,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E1G0
010535391112,01053112,Schönberg,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E62J
010535391114,01053114,Schürensöhlen,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E12T
010535391118,01053118,Siebenbäumen,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DZ0P
010535391121,01053121,Sirksfelde,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E35L
010535391122,01053122,Steinhorst,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E0KF
010535391124,01053124,Stubben,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000E4SB
010535391127,01053127,Walksfelde,01053,Herzogtum Lauenburg,SH,64-Gemeinde,DEBKGDL20000DZGV
